受付日時,チケットID,カテゴリ,部門,優先度,対応者役職,対応時間分,解決日,FCRフラグ,SLA達成,再発フラグ,対応形態,問合せソース,要因区分,顧客満足度
2024-12-06 14:15,HD2412060211,SaaS利用,総務,中,課長,18,2024-12-06,あり,達成,なし,リモート,電話,仕様,5
2026-02-02 17:08,HD2602020212,業務システム,総務,中,課長,121,2026-02-02,あり,達成,なし,リモート,電話,ハード故障,5
2025-10-28 02:03,HD2510280213,ネットワーク,製造,中,主任,87,2025-10-28,あり,達成,なし,リモート,チケット,教育不足,5
2024-12-26 01:54,HD2412260214,アカウント,人事,高,主任,128,2024-12-26,あり,未達,なし,リモート,チケット,教育不足,3
2024-05-13 18:51,HD2405130215,業務システム,開発,低,係長,53,2024-05-13,あり,達成,なし,リモート,チケット,設定不備,5
2026-04-07 05:33,HD2604070216,ネットワーク,経理,中,主任,57,2026-04-07,あり,達成,なし,リモート,チャット,設定不備,5
2026-04-30 17:42,HD2604300217,PCトラブル,営業,低,係長,16,2026-04-30,あり,達成,なし,オンサイト,メール,設定不備,5
2025-11-26 08:30,HD2511260218,業務システム,法務,中,係長,121,2025-11-26,あり,達成,なし,電話,電話,設定不備,5
2026-05-05 23:33,HD2605050219,SaaS利用,法務,低,係長,32,2026-05-06,あり,達成,なし,リモート,チャット,仕様,5
2025-02-18 04:10,HD2502180220,VPN,人事,高,課長,79,2025-02-18,あり,達成,なし,リモート,チャット,教育不足,5
2026-03-10 02:53,HD2603100221,PCトラブル,経理,中,係長,101,2026-03-10,あり,達成,あり,オンサイト,チャット,教育不足,5
2025-12-22 12:56,HD2512220222,PCトラブル,人事,高,課長,186,2025-12-22,あり,未達,あり,リモート,チャット,仕様,3
2024-07-26 17:00,HD2407260223,業務システム,情シス,中,課長,50,2024-07-26,あり,達成,なし,オンサイト,チャット,ハード故障,5
2026-02-09 19:08,HD2602090224,PCトラブル,法務,中,課長,120,2026-02-09,あり,達成,なし,リモート,チケット,ハード故障,5
2024-12-29 17:14,HD2412290225,プリンタ,営業,中,係長,83,2024-12-29,あり,達成,なし,リモート,チケット,設定不備,4
2025-12-26 15:24,HD2512260226,SaaS利用,法務,中,係長,77,2025-12-26,あり,達成,あり,リモート,チケット,教育不足,5
2024-03-10 20:04,HD2403100227,業務システム,総務,低,主任,11,2024-03-10,なし,達成,なし,リモート,チャット,設定不備,4
2026-03-06 17:18,HD2603060228,PCトラブル,営業,低,係長,27,2026-03-06,あり,達成,なし,リモート,電話,教育不足,4
2025-02-22 15:04,HD2502220229,メール,法務,中,主任,64,2025-02-22,あり,達成,あり,リモート,チケット,設定不備,4
2025-04-20 05:43,HD2504200230,PCトラブル,製造,低,主任,20,2025-04-20,あり,達成,なし,リモート,電話,ハード故障,5
2024-02-09 22:40,HD2402090231,メール,経理,中,課長,88,2024-02-10,あり,達成,なし,リモート,チャット,教育不足,5
2024-08-18 16:48,HD2408180232,ネットワーク,総務,低,係長,27,2024-08-18,あり,達成,なし,リモート,チャット,設定不備,5
2025-01-01 07:35,HD2501010233,プリンタ,情シス,高,主任,141,2025-01-01,あり,未達,なし,リモート,チケット,教育不足,3
2025-04-24 17:18,HD2504240234,VPN,マーケ,低,課長,37,2025-04-24,あり,達成,なし,リモート,チャット,外部要因,5
2024-06-27 10:51,HD2406270235,メール,法務,中,係長,42,2024-06-27,あり,達成,なし,リモート,チャット,ハード故障,5
2024-05-06 04:04,HD2405060236,業務システム,製造,高,主任,124,2024-05-06,あり,未達,なし,リモート,チャット,仕様,3
2024-04-20 05:24,HD2404200237,アカウント,営業,低,係長,31,2024-04-20,あり,達成,なし,電話,チケット,設定不備,5
2025-04-16 09:45,HD2504160238,アカウント,人事,高,課長,141,2025-04-16,あり,未達,なし,リモート,チャット,教育不足,3
2026-05-09 10:44,HD2605090239,アカウント,経理,高,課長,146,2026-05-09,あり,未達,なし,オンサイト,チケット,設定不備,1
2025-02-19 18:10,HD2502190240,VPN,法務,低,課長,21,2025-02-19,あり,達成,なし,オンサイト,メール,設定不備,5
2024-02-22 23:52,HD2402220241,アカウント,営業,中,主任,61,2024-02-23,あり,達成,なし,電話,チケット,教育不足,5
2025-10-24 13:27,HD2510240242,その他,経理,中,係長,75,2025-10-24,あり,達成,なし,オンサイト,チケット,教育不足,5
2024-08-01 12:12,HD2408010243,PCトラブル,営業,低,課長,23,2024-08-01,あり,達成,なし,リモート,チャット,設定不備,5
2025-09-19 21:10,HD2509190244,プリンタ,開発,低,主任,20,2025-09-19,あり,達成,なし,リモート,メール,仕様,5
2025-05-27 20:47,HD2505270245,VPN,情シス,高,主任,30,2025-05-27,あり,達成,あり,オンサイト,チケット,ハード故障,5
2025-03-18 13:48,HD2503180246,VPN,営業,低,課長,34,2025-03-18,なし,達成,あり,リモート,チケット,教育不足,3
2025-12-11 05:39,HD2512110247,その他,製造,中,主任,66,2025-12-11,あり,達成,なし,リモート,チケット,ハード故障,5
2025-04-28 07:44,HD2504280248,アカウント,人事,緊急,主任,235,2025-04-28,あり,未達,なし,リモート,メール,外部要因,3
2025-11-12 15:53,HD2511120249,メール,マーケ,中,課長,39,2025-11-12,あり,達成,なし,オンサイト,チケット,設定不備,5
2025-10-17 07:43,HD2510170250,PCトラブル,総務,低,課長,28,2025-10-17,あり,達成,なし,リモート,電話,ハード故障,4
2026-01-20 00:45,HD2601200251,アカウント,人事,高,課長,34,2026-01-20,あり,達成,なし,リモート,チケット,ハード故障,4
2024-03-03 06:03,HD2403030252,アカウント,営業,中,係長,42,2024-03-03,あり,達成,なし,オンサイト,メール,設定不備,4
2025-02-14 18:57,HD2502140253,業務システム,法務,中,主任,43,2025-02-14,あり,達成,なし,リモート,チャット,設定不備,5
2024-05-07 15:45,HD2405070254,VPN,製造,中,課長,40,2024-05-07,あり,達成,なし,リモート,チケット,設定不備,5
2026-03-21 04:23,HD2603210255,ネットワーク,情シス,低,課長,26,2026-03-21,あり,達成,なし,リモート,チャット,外部要因,5
2024-09-21 05:01,HD2409210256,その他,情シス,低,課長,16,2024-09-21,あり,達成,なし,オンサイト,電話,設定不備,5
2025-03-15 14:08,HD2503150257,業務システム,情シス,中,係長,22,2025-03-15,あり,達成,なし,リモート,チャット,設定不備,5
2025-12-17 01:29,HD2512170258,PCトラブル,総務,中,主任,105,2025-12-17,あり,達成,なし,電話,メール,外部要因,4
2025-07-27 08:33,HD2507270259,業務システム,営業,中,主任,80,2025-07-27,あり,達成,なし,オンサイト,チケット,外部要因,4
2024-03-26 17:36,HD2403260260,プリンタ,人事,中,係長,61,2024-03-26,あり,達成,なし,オンサイト,チケット,設定不備,5
2024-03-30 18:37,HD2403300261,業務システム,マーケ,低,課長,36,2024-03-30,なし,達成,なし,オンサイト,チケット,設定不備,4
2024-05-18 21:53,HD2405180262,プリンタ,マーケ,低,係長,26,2024-05-18,あり,達成,なし,オンサイト,チャット,設定不備,5
2025-01-13 00:18,HD2501130263,アカウント,製造,中,課長,49,2025-01-13,あり,達成,なし,オンサイト,チケット,設定不備,5
2025-03-02 10:33,HD2503020264,SaaS利用,製造,中,課長,94,2025-03-02,なし,達成,なし,リモート,チケット,外部要因,4
2024-05-01 07:16,HD2405010265,業務システム,人事,低,主任,31,2024-05-01,あり,達成,なし,電話,チケット,その他,5
2024-01-11 05:11,HD2401110266,PCトラブル,製造,緊急,係長,140,2024-01-11,なし,未達,なし,リモート,チャット,ハード故障,1
2025-04-24 05:50,HD2504240267,セキュリティ,経理,低,係長,20,2025-04-24,なし,達成,なし,リモート,チケット,設定不備,5
2024-02-29 10:08,HD2402290268,PCトラブル,法務,低,課長,35,2024-02-29,なし,達成,なし,オンサイト,チャット,教育不足,3
2024-06-11 02:15,HD2406110269,ネットワーク,開発,中,係長,41,2024-06-11,あり,達成,なし,電話,チケット,その他,5
2024-12-18 13:56,HD2412180270,PCトラブル,マーケ,中,主任,59,2024-12-18,あり,達成,なし,リモート,メール,仕様,4
2024-09-16 19:00,HD2409160271,業務システム,経理,中,主任,66,2024-09-16,あり,達成,なし,リモート,電話,外部要因,5
2024-05-13 07:04,HD2405130272,SaaS利用,経理,中,主任,91,2024-05-13,なし,達成,なし,リモート,チャット,脆弱性,5
2026-05-22 14:03,HD2605220273,業務システム,法務,低,係長,65,2026-05-22,なし,達成,なし,電話,チケット,外部要因,3
2024-01-30 09:22,HD2401300274,セキュリティ,製造,低,主任,47,2024-01-30,あり,達成,なし,電話,チケット,外部要因,5
2026-05-25 17:38,HD2605250275,SaaS利用,マーケ,低,主任,24,2026-05-25,あり,達成,なし,リモート,電話,仕様,5
2025-08-14 14:05,HD2508140276,プリンタ,情シス,低,係長,30,2025-08-14,なし,達成,なし,リモート,チャット,ハード故障,4
2024-11-06 04:38,HD2411060277,プリンタ,法務,低,課長,24,2024-11-06,なし,達成,なし,リモート,チャット,教育不足,4
2025-01-22 07:20,HD2501220278,アカウント,法務,中,課長,102,2025-01-22,あり,達成,なし,オンサイト,メール,教育不足,5
2024-01-29 06:03,HD2401290279,PCトラブル,人事,中,主任,39,2024-01-29,あり,達成,なし,リモート,チケット,教育不足,5
2024-07-10 10:52,HD2407100280,ネットワーク,マーケ,低,主任,20,2024-07-10,あり,達成,なし,リモート,チケット,ハード故障,5
2024-10-01 14:56,HD2410010281,アカウント,情シス,中,係長,34,2024-10-01,あり,達成,あり,オンサイト,チャット,仕様,5
2025-10-25 11:12,HD2510250282,セキュリティ,マーケ,中,係長,57,2025-10-25,あり,達成,あり,リモート,電話,教育不足,5
2025-08-03 15:09,HD2508030283,PCトラブル,マーケ,低,係長,18,2025-08-03,あり,達成,なし,リモート,電話,脆弱性,5
2024-03-15 06:57,HD2403150284,ネットワーク,人事,低,課長,18,2024-03-15,なし,達成,なし,リモート,メール,設定不備,4
2024-07-13 22:48,HD2407130285,PCトラブル,情シス,緊急,主任,87,2024-07-14,あり,未達,なし,リモート,チケット,教育不足,3
2025-08-02 19:47,HD2508020286,PCトラブル,人事,中,主任,80,2025-08-02,なし,達成,なし,リモート,チャット,ハード故障,4
2025-01-29 06:27,HD2501290287,業務システム,情シス,中,課長,79,2025-01-29,あり,達成,なし,リモート,電話,脆弱性,5
2024-01-04 23:50,HD2401040288,PCトラブル,営業,中,課長,59,2024-01-05,あり,達成,なし,リモート,チケット,脆弱性,5
2025-02-03 01:36,HD2502030289,PCトラブル,経理,中,主任,65,2025-02-03,あり,達成,なし,リモート,メール,仕様,5
2025-10-07 15:27,HD2510070290,ネットワーク,法務,中,課長,68,2025-10-07,あり,達成,なし,リモート,チャット,外部要因,4
2024-05-13 19:34,HD2405130291,PCトラブル,マーケ,低,課長,27,2024-05-13,あり,達成,なし,リモート,チャット,外部要因,5
2025-06-17 03:35,HD2506170292,VPN,開発,低,主任,21,2025-06-17,あり,達成,なし,リモート,チャット,教育不足,4
2025-09-03 17:29,HD2509030293,アカウント,開発,低,課長,24,2025-09-03,あり,達成,なし,リモート,電話,教育不足,5
2025-11-29 08:26,HD2511290294,セキュリティ,総務,中,係長,87,2025-11-29,あり,達成,なし,オンサイト,電話,設定不備,5
2025-12-28 03:36,HD2512280295,ネットワーク,製造,中,主任,88,2025-12-28,あり,達成,なし,オンサイト,対面,教育不足,5
2025-05-13 17:10,HD2505130296,PCトラブル,法務,低,係長,40,2025-05-13,あり,達成,なし,オンサイト,チャット,仕様,5
2025-11-17 19:32,HD2511170297,アカウント,情シス,中,課長,72,2025-11-17,あり,達成,なし,オンサイト,チャット,設定不備,5
2025-08-31 17:18,HD2508310298,セキュリティ,情シス,中,係長,59,2025-08-31,なし,達成,なし,オンサイト,チャット,教育不足,4
2024-11-29 05:44,HD2411290299,アカウント,マーケ,中,係長,92,2024-11-29,あり,達成,なし,電話,電話,仕様,5
2025-03-04 09:45,HD2503040300,PCトラブル,情シス,高,係長,71,2025-03-04,あり,達成,なし,電話,チャット,教育不足,5
2025-04-20 13:00,HD2504200301,VPN,法務,中,主任,58,2025-04-20,あり,達成,なし,リモート,電話,教育不足,5
2024-04-25 05:05,HD2404250302,アカウント,情シス,中,主任,85,2024-04-25,あり,達成,なし,リモート,対面,ハード故障,5
2025-08-08 07:12,HD2508080303,アカウント,経理,低,課長,16,2025-08-08,あり,達成,なし,リモート,メール,教育不足,4
2024-10-19 01:27,HD2410190304,業務システム,製造,中,主任,49,2024-10-19,あり,達成,なし,リモート,チャット,ハード故障,4
2025-05-17 04:31,HD2505170305,ネットワーク,情シス,低,主任,30,2025-05-17,あり,達成,なし,リモート,チケット,外部要因,5
2025-11-12 00:05,HD2511120306,プリンタ,総務,中,係長,53,2025-11-12,あり,達成,なし,リモート,チャット,教育不足,5
2024-06-20 08:19,HD2406200307,メール,製造,高,係長,118,2024-06-20,あり,未達,なし,リモート,チケット,教育不足,1
2025-08-26 13:03,HD2508260308,PCトラブル,法務,中,係長,62,2025-08-26,あり,達成,なし,電話,チャット,設定不備,5
2024-04-04 11:46,HD2404040309,アカウント,マーケ,中,課長,51,2024-04-04,あり,達成,なし,リモート,チャット,ハード故障,5
2024-08-10 08:32,HD2408100310,PCトラブル,総務,低,主任,19,2024-08-10,あり,達成,なし,リモート,チャット,ハード故障,5
2024-10-30 18:21,HD2410300311,アカウント,営業,中,課長,76,2024-10-30,あり,達成,なし,リモート,チャット,教育不足,5
2024-11-02 03:23,HD2411020312,PCトラブル,開発,中,課長,70,2024-11-02,あり,達成,あり,電話,対面,教育不足,4
2026-01-12 00:49,HD2601120313,ネットワーク,総務,低,主任,20,2026-01-12,あり,達成,あり,リモート,チケット,その他,5
2025-02-09 10:26,HD2502090314,SaaS利用,マーケ,中,係長,108,2025-02-09,なし,達成,なし,リモート,チャット,教育不足,5
2026-01-20 12:00,HD2601200315,PCトラブル,人事,中,係長,71,2026-01-20,あり,達成,なし,オンサイト,電話,教育不足,5
2026-02-14 13:53,HD2602140316,その他,総務,高,係長,191,2026-02-14,あり,未達,なし,電話,チケット,脆弱性,3
2024-05-23 00:15,HD2405230317,PCトラブル,製造,中,主任,26,2024-05-23,なし,達成,なし,オンサイト,電話,教育不足,4
2024-05-19 04:33,HD2405190318,SaaS利用,開発,中,主任,48,2024-05-19,あり,達成,なし,リモート,チャット,教育不足,5
2025-04-02 17:30,HD2504020319,アカウント,人事,中,課長,58,2025-04-02,あり,達成,なし,電話,チャット,設定不備,5
2024-01-27 00:55,HD2401270320,メール,人事,低,課長,39,2024-01-27,なし,達成,あり,電話,チケット,外部要因,3
2025-12-30 05:43,HD2512300321,業務システム,マーケ,中,主任,119,2025-12-30,あり,達成,なし,オンサイト,チケット,教育不足,5
2024-08-01 17:35,HD2408010322,VPN,総務,中,主任,43,2024-08-01,あり,達成,なし,リモート,チケット,教育不足,5
2024-10-29 08:03,HD2410290323,PCトラブル,経理,中,係長,48,2024-10-29,なし,達成,なし,電話,チケット,その他,5
