訪問日,訪問ID,顧客名,業種,契約プラン,設備型式,対応区分,所要時間分,部品費,作業費,総費用,SLA達成,一次解決,再訪問,担当エンジニア,訪問距離km,リモート判定,対応難易度,顧客満足度,受付チャネル
2024-04-14,V000173,東都フィナンシャル証券,金融,スタンダード,AX-2000,緊急修理,154,15845,23005,38850,達成,解決,なし,E018,20.0,不可,低,2.8,メール
2024-04-14,V000174,みどり市役所,公共,スタンダード,RX-500,予防保全,97,54654,10933,65587,達成,解決,なし,E008,160.3,不可,低,4.3,電話
2024-04-14,V000175,東北ロジスティクス,物流,スポット,AX-1000,定期点検,114,0,18005,18005,達成,未解決,あり,E010,175.1,不可,低,3.2,アプリ
2024-04-15,V000176,花鳥風月,観光,スタンダード,AX-2000,予防保全,111,65499,18111,83610,達成,解決,なし,E017,156.4,不可,中,4.9,Web
2024-04-15,V000177,東洋精機,製造業,ベーシック,AX-2000,緊急修理,128,28309,21579,49888,未達,解決,なし,E012,46.4,不可,低,3.1,Web
2024-04-16,V000178,東和建設,建設,ベーシック,AX-2000,再訪問対応,94,64204,14201,78405,未達,未解決,あり,E009,64.3,不可,低,3.2,電話
2024-04-17,V000179,東和建設,建設,スタンダード,MX-300,予防保全,103,29096,13270,42366,達成,解決,なし,E025,74.9,不可,低,4.4,電話
2024-04-18,V000180,株式会社ネクストブリッジ,IT,プレミアム,MX-300,予防保全,53,38094,7402,45496,達成,解決,なし,E009,69.0,不可,低,3.2,Web
2024-04-18,V000181,株式会社ネクストブリッジ,IT,ベーシック,AX-2000,予防保全,74,51051,11048,62099,達成,解決,なし,E022,107.7,不可,低,3.2,電話
2024-04-19,V000182,株式会社ネクストブリッジ,IT,スタンダード,PX-80,再訪問対応,85,41163,10470,51633,達成,解決,なし,E002,94.1,不可,低,3.0,現地
2024-04-19,V000183,株式会社ミライテック,IT,スタンダード,MX-300,再訪問対応,109,55031,14952,69983,達成,解決,なし,E019,8.3,不可,中,5.0,Web
2024-04-20,V000184,株式会社ミライテック,IT,ベーシック,RX-500,再訪問対応,152,75170,18647,93817,達成,解決,なし,E009,19.4,不可,低,4.6,現地
2024-04-20,V000185,花鳥風月,観光,プレミアム,AX-1000,再訪問対応,128,45426,17410,62836,達成,解決,なし,E004,106.2,不可,低,3.6,アプリ
2024-04-21,V000186,東洋精機,製造業,ベーシック,MX-200,ソフトウェア更新,69,0,9031,9031,未達,解決,なし,E007,11.6,不可,低,2.8,メール
2024-04-21,V000187,株式会社ミライテック,IT,スタンダード,RX-500,緊急修理,157,25176,20714,45890,達成,解決,なし,E007,12.3,不可,低,3.4,Web
2024-04-22,V000188,東都フィナンシャル証券,金融,プレミアム,MX-200,緊急修理,70,52242,7722,59964,達成,解決,なし,E001,97.0,不可,中,4.7,メール
2024-04-24,V000189,花鳥風月,観光,スタンダード,MX-100,再訪問対応,139,42906,16544,59450,達成,解決,なし,E006,70.3,不可,中,5.0,電話
2024-04-24,V000190,花鳥風月,観光,スタンダード,PX-80,ソフトウェア更新,43,0,7726,7726,達成,解決,なし,E007,63.0,不可,低,4.9,Web
2024-04-24,V000191,暮らしの匠,小売,スポット,AX-2000,定期点検,87,0,10599,10599,達成,未解決,あり,E002,67.3,不可,中,3.3,アプリ
2024-04-24,V000192,みどり市役所,公共,スタンダード,MX-100,予防保全,97,17176,13499,30675,未達,解決,なし,E016,69.7,不可,中,3.1,Web
2024-04-26,V000193,東京湾岸エナジー,電力,ベーシック,MX-100,部品交換,78,19978,10866,30844,達成,解決,なし,E020,162.0,不可,中,3.9,電話
2024-04-26,V000194,東和建設,建設,ベーシック,RX-500,緊急修理,184,55707,24044,79751,達成,未解決,なし,E007,9.0,不可,低,3.9,アプリ
2024-04-27,V000195,東和建設,建設,プレミアム,MX-200,定期点検,95,0,13852,13852,達成,解決,なし,E009,130.8,不可,低,4.2,Web
2024-04-27,V000196,株式会社ネクストブリッジ,IT,スポット,PX-80,ソフトウェア更新,68,0,10701,10701,達成,未解決,なし,E002,77.8,可,高,3.6,電話
2024-04-27,V000197,みどり市役所,公共,ベーシック,MX-300,部品交換,75,14183,10206,24389,達成,解決,なし,E013,63.0,不可,低,3.3,アプリ
2024-04-27,V000198,東和建設,建設,スタンダード,RX-500,ソフトウェア更新,58,0,10206,10206,達成,未解決,あり,E019,30.4,可,中,3.8,アプリ
2024-04-28,V000199,東京湾岸エナジー,電力,スタンダード,AX-1000,予防保全,135,19125,19415,38540,達成,解決,なし,E015,88.9,不可,高,2.9,電話
2024-04-28,V000200,東洋精機,製造業,ベーシック,MX-100,再訪問対応,127,31358,22663,54021,未達,解決,なし,E017,121.2,不可,低,2.4,現地
2024-04-28,V000201,大和精機製作所,製造業,ベーシック,PX-50,ソフトウェア更新,70,0,12540,12540,達成,未解決,あり,E016,11.7,可,低,3.5,アプリ
2024-04-28,V000202,みどり市役所,公共,プレミアム,RX-500,部品交換,127,54858,21234,76092,達成,未解決,あり,E019,16.0,不可,低,4.7,アプリ
2024-04-30,V000203,大和精機製作所,製造業,スタンダード,AX-1000,定期点検,112,0,12600,12600,未達,解決,なし,E020,99.7,不可,中,3.3,現地
2024-05-01,V000204,日本橋製薬,製薬,ベーシック,PX-50,再訪問対応,151,61566,20118,81684,達成,未解決,あり,E023,138.6,不可,中,4.1,メール
2024-05-02,V000205,東北ロジスティクス,物流,プレミアム,PX-50,定期点検,82,0,13050,13050,達成,未解決,なし,E005,10.1,不可,低,4.6,アプリ
2024-05-02,V000206,大和精機製作所,製造業,ベーシック,PX-50,定期点検,52,0,8329,8329,未達,解決,なし,E021,21.2,不可,低,3.4,現地
2024-05-03,V000207,大和精機製作所,製造業,ベーシック,RX-500,再訪問対応,132,8366,19631,27997,達成,解決,なし,E017,79.0,不可,中,4.0,Web
2024-05-03,V000208,東北ロジスティクス,物流,プレミアム,MX-300,定期点検,109,0,14924,14924,達成,解決,なし,E025,176.4,不可,高,3.6,Web
2024-05-03,V000209,東和建設,建設,スポット,PX-80,ソフトウェア更新,34,0,4959,4959,未達,解決,なし,E024,152.1,可,低,2.6,現地
2024-05-04,V000210,日本橋製薬,製薬,スタンダード,PX-80,再訪問対応,176,25306,25567,50873,達成,解決,なし,E004,125.6,不可,低,3.9,メール
2024-05-04,V000211,東都フィナンシャル証券,金融,スタンダード,AX-2000,再訪問対応,163,70515,19144,89659,達成,未解決,あり,E002,69.8,不可,低,3.3,Web
2024-05-07,V000212,東和建設,建設,ベーシック,PX-80,再訪問対応,114,6234,15402,21636,達成,未解決,なし,E022,82.6,不可,中,4.8,現地
2024-05-07,V000213,みどり市役所,公共,ベーシック,AX-2000,緊急修理,145,52014,19883,71897,達成,未解決,なし,E011,172.3,不可,高,3.9,現地
2024-05-07,V000214,東洋精機,製造業,ベーシック,PX-50,予防保全,105,50200,17100,67300,未達,未解決,あり,E025,99.3,不可,中,3.9,Web
2024-05-08,V000215,東和建設,建設,プレミアム,MX-200,緊急修理,157,38583,23387,61970,未達,解決,なし,E009,25.2,不可,中,3.3,電話
2024-05-09,V000216,東和建設,建設,ベーシック,MX-300,定期点検,139,0,21279,21279,達成,解決,なし,E019,119.8,不可,低,4.4,現地
2024-05-09,V000217,株式会社ミライテック,IT,ベーシック,AX-1000,予防保全,126,56516,18649,75165,達成,解決,なし,E007,73.8,不可,低,4.2,メール
2024-05-09,V000218,東和建設,建設,スタンダード,RX-500,予防保全,86,33958,15232,49190,達成,未解決,あり,E004,123.5,不可,低,3.5,アプリ
2024-05-09,V000219,東和建設,建設,ベーシック,MX-100,予防保全,108,7747,14121,21868,未達,解決,なし,E003,118.0,不可,低,2.7,電話
2024-05-10,V000220,東京湾岸エナジー,電力,スポット,MX-100,再訪問対応,152,15621,18907,34528,達成,未解決,なし,E024,149.5,不可,高,3.6,アプリ
2024-05-10,V000221,日本橋製薬,製薬,スポット,MX-300,定期点検,96,0,15897,15897,達成,解決,なし,E008,101.3,不可,中,4.1,メール
2024-05-10,V000222,株式会社ミライテック,IT,スタンダード,AX-2000,ソフトウェア更新,61,0,9785,9785,達成,解決,なし,E003,13.3,不可,低,4.0,メール
2024-05-11,V000223,暮らしの匠,小売,プレミアム,PX-80,予防保全,76,6039,10881,16920,達成,解決,なし,E013,97.0,不可,低,4.2,現地
2024-05-13,V000224,東和建設,建設,ベーシック,PX-80,再訪問対応,81,3461,12048,15509,未達,未解決,なし,E001,100.8,不可,低,2.2,現地
2024-05-14,V000225,日本橋製薬,製薬,スタンダード,MX-200,部品交換,116,69181,13916,83097,達成,解決,なし,E009,34.8,不可,中,3.7,Web
2024-05-14,V000226,大和精機製作所,製造業,ベーシック,MX-100,予防保全,97,14871,12010,26881,達成,解決,なし,E012,105.3,不可,高,4.2,Web
2024-05-15,V000227,東北ロジスティクス,物流,スタンダード,PX-80,予防保全,77,42065,12207,54272,達成,解決,なし,E011,29.1,不可,中,4.0,アプリ
2024-05-15,V000228,東京湾岸エナジー,電力,スタンダード,PX-50,再訪問対応,139,45458,23831,69289,達成,解決,なし,E010,84.4,不可,低,3.8,アプリ
2024-05-16,V000229,東都フィナンシャル証券,金融,プレミアム,MX-200,部品交換,97,12022,15609,27631,達成,解決,なし,E021,160.8,不可,中,3.9,電話
2024-05-17,V000230,花鳥風月,観光,スタンダード,PX-50,定期点検,115,0,18890,18890,達成,解決,なし,E025,67.1,不可,低,4.0,現地
2024-05-18,V000231,東北ロジスティクス,物流,スタンダード,RX-500,予防保全,63,23737,10269,34006,達成,解決,なし,E019,27.0,不可,低,4.0,現地
2024-05-19,V000232,日本橋製薬,製薬,スポット,RX-500,部品交換,118,29102,17257,46359,達成,未解決,あり,E015,142.9,不可,低,4.4,電話
2024-05-21,V000233,東洋精機,製造業,ベーシック,MX-200,再訪問対応,122,77842,18068,95910,未達,解決,なし,E012,32.9,不可,中,4.0,現地
2024-05-21,V000234,日本橋製薬,製薬,ベーシック,PX-80,ソフトウェア更新,37,0,4963,4963,未達,解決,なし,E005,143.1,不可,低,3.7,アプリ
2024-05-22,V000235,大和精機製作所,製造業,プレミアム,PX-80,緊急修理,94,32191,13068,45259,達成,解決,なし,E022,60.8,不可,低,3.4,アプリ
2024-05-22,V000236,株式会社ネクストブリッジ,IT,スタンダード,AX-2000,定期点検,79,0,11524,11524,達成,解決,なし,E006,160.6,不可,低,3.9,メール
2024-05-23,V000237,暮らしの匠,小売,スタンダード,AX-2000,予防保全,129,39152,22743,61895,未達,解決,なし,E016,40.6,不可,中,2.6,アプリ
2024-05-25,V000238,東京湾岸エナジー,電力,ベーシック,MX-300,予防保全,89,46914,15536,62450,未達,解決,なし,E013,108.2,不可,低,2.9,アプリ
2024-05-26,V000239,大和精機製作所,製造業,プレミアム,AX-2000,緊急修理,191,71655,27739,99394,達成,解決,なし,E005,22.9,不可,低,3.6,現地
2024-05-27,V000240,東都フィナンシャル証券,金融,プレミアム,AX-2000,予防保全,46,65192,7602,72794,達成,未解決,なし,E024,69.9,不可,中,4.5,現地
2024-05-28,V000241,大和精機製作所,製造業,プレミアム,RX-500,緊急修理,111,35791,13678,49469,達成,解決,なし,E019,128.2,不可,中,3.6,現地
2024-05-29,V000242,大和精機製作所,製造業,プレミアム,PX-50,再訪問対応,156,78725,19929,98654,達成,解決,なし,E012,154.2,不可,低,4.3,現地
2024-05-30,V000243,東和建設,建設,ベーシック,PX-50,ソフトウェア更新,68,0,9782,9782,達成,解決,なし,E013,178.0,可,中,4.6,Web
2024-05-31,V000244,みどり市役所,公共,ベーシック,PX-50,ソフトウェア更新,33,0,5479,5479,未達,未解決,あり,E013,111.3,可,低,3.2,電話
2024-05-31,V000245,花鳥風月,観光,ベーシック,RX-500,予防保全,101,6948,16232,23180,達成,解決,なし,E021,167.7,不可,低,4.2,現地
2024-06-01,V000246,東和建設,建設,スポット,MX-100,緊急修理,166,69915,21583,91498,未達,解決,なし,E017,8.0,不可,中,3.9,Web
2024-06-01,V000247,日本橋製薬,製薬,ベーシック,AX-1000,緊急修理,143,53792,19788,73580,達成,未解決,あり,E023,37.7,不可,低,4.5,電話
2024-06-01,V000248,暮らしの匠,小売,スタンダード,AX-1000,部品交換,104,54947,15625,70572,未達,解決,なし,E004,48.5,不可,低,3.0,現地
2024-06-01,V000249,東洋精機,製造業,スタンダード,MX-200,予防保全,65,51424,9712,61136,未達,未解決,なし,E025,139.1,不可,中,2.9,アプリ
2024-06-03,V000250,東北ロジスティクス,物流,ベーシック,MX-100,ソフトウェア更新,27,0,4249,4249,達成,解決,なし,E017,42.9,可,高,2.8,現地
2024-06-04,V000251,東洋精機,製造業,ベーシック,PX-50,部品交換,181,64463,23886,88349,達成,未解決,なし,E006,40.9,不可,中,4.5,Web
2024-06-04,V000252,株式会社ネクストブリッジ,IT,プレミアム,PX-50,部品交換,120,22446,19743,42189,達成,解決,なし,E022,23.3,不可,低,4.7,アプリ
2024-06-05,V000253,日本橋製薬,製薬,ベーシック,MX-100,ソフトウェア更新,84,0,12618,12618,達成,解決,なし,E017,50.9,可,中,3.4,メール
2024-06-05,V000254,株式会社ミライテック,IT,ベーシック,MX-300,定期点検,95,0,12759,12759,達成,解決,なし,E015,155.2,不可,中,4.0,電話
2024-06-05,V000255,東北ロジスティクス,物流,スタンダード,MX-100,定期点検,107,0,18225,18225,達成,解決,なし,E009,35.3,不可,低,4.3,アプリ
2024-06-05,V000256,暮らしの匠,小売,スタンダード,MX-300,ソフトウェア更新,60,0,8282,8282,達成,解決,なし,E022,82.2,可,高,3.5,Web
2024-06-05,V000257,花鳥風月,観光,ベーシック,PX-50,予防保全,138,21601,19749,41350,達成,解決,なし,E005,3.7,不可,低,5.0,現地
2024-06-06,V000258,東都フィナンシャル証券,金融,スタンダード,RX-500,部品交換,134,30241,22373,52614,達成,未解決,あり,E015,86.8,不可,中,4.2,メール
2024-06-07,V000259,東和建設,建設,スタンダード,PX-80,部品交換,171,28077,25714,53791,達成,解決,なし,E025,117.7,不可,中,3.0,メール
2024-06-07,V000260,株式会社ミライテック,IT,ベーシック,RX-500,再訪問対応,102,20985,17419,38404,達成,解決,なし,E014,116.0,不可,高,3.6,現地
2024-06-07,V000261,東都フィナンシャル証券,金融,ベーシック,MX-200,定期点検,82,0,10555,10555,達成,解決,なし,E015,116.7,不可,低,4.4,メール
2024-06-08,V000262,東北ロジスティクス,物流,スタンダード,RX-500,ソフトウェア更新,61,0,9886,9886,達成,未解決,あり,E004,135.5,可,低,4.4,電話
2024-06-08,V000263,暮らしの匠,小売,スタンダード,MX-100,定期点検,100,0,15326,15326,達成,解決,なし,E013,17.0,不可,高,4.0,メール
2024-06-09,V000264,東京湾岸エナジー,電力,ベーシック,RX-500,再訪問対応,134,48771,22810,71581,達成,解決,なし,E018,59.9,不可,低,4.1,メール
2024-06-09,V000265,東都フィナンシャル証券,金融,プレミアム,MX-300,予防保全,78,70610,12073,82683,達成,解決,なし,E016,97.0,不可,高,3.5,現地
2024-06-10,V000266,東京湾岸エナジー,電力,プレミアム,PX-80,部品交換,156,19865,20915,40780,達成,解決,なし,E016,85.5,不可,低,4.0,アプリ
2024-06-10,V000267,東和建設,建設,ベーシック,PX-80,予防保全,81,75472,11388,86860,達成,解決,なし,E021,46.5,不可,中,4.4,アプリ
2024-06-10,V000268,花鳥風月,観光,スタンダード,MX-200,ソフトウェア更新,66,0,10465,10465,達成,解決,なし,E009,50.4,可,中,3.3,アプリ
2024-06-11,V000269,東京湾岸エナジー,電力,プレミアム,MX-300,部品交換,75,66486,9235,75721,達成,解決,なし,E018,5.5,不可,低,4.2,電話
2024-06-11,V000270,東京湾岸エナジー,電力,プレミアム,PX-80,緊急修理,152,66694,19030,85724,達成,解決,なし,E016,76.8,不可,中,4.3,メール
2024-06-12,V000271,株式会社ネクストブリッジ,IT,ベーシック,AX-1000,定期点検,91,0,13004,13004,未達,未解決,あり,E013,36.2,不可,中,3.0,電話
2024-06-12,V000272,大和精機製作所,製造業,ベーシック,PX-50,ソフトウェア更新,59,0,8393,8393,達成,解決,なし,E016,139.2,可,高,3.9,アプリ
2024-06-12,V000273,東北ロジスティクス,物流,スタンダード,AX-1000,緊急修理,192,35202,27587,62789,達成,解決,なし,E002,55.2,不可,低,3.8,Web
2024-06-13,V000274,暮らしの匠,小売,スタンダード,AX-2000,部品交換,102,7504,15368,22872,達成,未解決,あり,E005,125.0,不可,中,4.2,メール
2024-06-14,V000275,花鳥風月,観光,スタンダード,RX-500,定期点検,127,0,14503,14503,達成,解決,なし,E018,65.3,不可,低,3.8,電話
