日付,社員ID,部門,職位,出勤,退勤,所定時間分,残業時間分,深夜時間分,休暇種別,有休消化日数,テレワーク,フレックス利用,打刻漏れ,36協定残量分,プロジェクトID,勤務地,シフトパターン,曜日,業務カテゴリ
2024-06-17,EMP0168,製造2部,主任,09:27,17:37,480,10,0,,0.8,なし,あり,なし,1492,PJ0017,名古屋オフィス,夜勤,月,事務
2024-06-17,EMP0004,営業2部,主任,,,0,0,0,有給,0.7,なし,なし,なし,1009,PJ0026,名古屋オフィス,シフトB,月,会議
2024-06-17,EMP0163,マーケ部,係長,09:33,17:08,480,35,0,,0.1,なし,なし,なし,1554,PJ0023,福岡オフィス,シフトB,月,製造
2024-06-17,EMP0049,総務部,係長,,,0,0,0,特別休暇,0.3,なし,なし,なし,1525,PJ0028,工場,シフトA,月,会議
2024-06-17,EMP0075,マーケ部,課長,09:39,17:56,480,17,0,,0.7,なし,なし,なし,1881,PJ0008,名古屋オフィス,夜勤,月,製造
2025-12-03,EMP0128,製造2部,一般,10:53,19:11,480,78,0,,0.4,あり,なし,なし,1818,PJ0017,名古屋オフィス,シフトB,水,事務
2025-12-03,EMP0048,DX推進部,一般,09:16,17:52,480,36,0,,0.5,あり,なし,なし,1687,PJ0004,本社,通常,水,事務
2025-12-03,EMP0054,営業2部,係長,10:35,19:02,480,87,0,,1.0,なし,なし,なし,964,PJ0011,名古屋オフィス,シフトA,水,管理
2025-12-03,EMP0046,R&D部,一般,10:20,18:20,480,0,0,,0.1,あり,あり,なし,1692,PJ0021,リモート,通常,水,事務
2025-12-03,EMP0070,製造1部,係長,08:09,16:09,480,0,0,,0.0,なし,なし,なし,708,PJ0010,工場,シフトA,水,製造
2025-12-03,EMP0063,人事部,主任,09:36,17:04,480,28,0,,0.6,なし,なし,なし,1345,PJ0019,工場,夜勤,水,サポート
2025-12-03,EMP0142,総務部,一般,09:08,17:30,480,22,0,,0.2,あり,あり,なし,1518,PJ0016,本社,フレックス,水,事務
2025-12-03,EMP0074,DX推進部,一般,08:21,16:13,480,52,0,,0.2,なし,あり,なし,1030,PJ0013,名古屋オフィス,シフトA,水,開発
2025-12-03,EMP0104,営業2部,一般,09:54,17:23,480,29,0,,0.0,なし,あり,なし,1656,PJ0005,リモート,夜勤,水,事務
2025-12-03,EMP0190,営業1部,主任,09:15,17:15,480,0,0,,0.3,なし,なし,なし,717,PJ0015,名古屋オフィス,シフトA,水,サポート
2025-12-03,EMP0154,営業1部,一般,09:40,17:34,480,54,0,,0.6,あり,なし,なし,936,PJ0025,本社,シフトA,水,開発
2025-12-03,EMP0114,DX推進部,一般,09:25,17:57,480,32,0,,0.7,なし,あり,なし,1532,PJ0014,工場,夜勤,水,開発
2025-11-17,EMP0026,経理部,一般,09:39,18:03,480,84,0,,0.9,なし,なし,なし,1119,PJ0023,工場,通常,月,事務
2025-11-17,EMP0100,営業1部,主任,09:55,17:55,480,0,0,,0.0,なし,なし,あり,1065,PJ0008,リモート,シフトA,月,サポート
2025-11-17,EMP0185,営業2部,主任,09:28,17:28,480,0,0,,0.5,あり,なし,なし,1267,PJ0014,本社,シフトB,月,製造
2025-11-17,EMP0035,R&D部,係長,08:04,16:39,480,35,0,,0.4,あり,なし,なし,1397,PJ0008,本社,フレックス,月,会議
2025-11-17,EMP0111,情報システム部,一般,09:03,17:54,480,51,0,,0.7,あり,あり,あり,1115,PJ0023,名古屋オフィス,シフトA,月,営業活動
2025-11-17,EMP0028,情報システム部,課長,09:57,17:40,480,43,0,,0.4,なし,なし,なし,1035,PJ0005,本社,夜勤,月,営業活動
2025-11-17,EMP0173,経理部,一般,09:47,17:34,480,47,0,,0.8,なし,なし,なし,665,PJ0021,リモート,通常,月,製造
2025-11-17,EMP0016,製造2部,一般,,,0,0,0,有給,0.1,あり,あり,なし,1298,PJ0001,名古屋オフィス,シフトB,月,開発
2025-11-17,EMP0045,マーケ部,係長,09:11,17:01,480,50,0,,0.6,なし,なし,なし,1789,PJ0007,リモート,通常,月,会議
2025-11-17,EMP0025,総務部,一般,09:52,17:52,480,0,0,,0.4,なし,あり,なし,1844,PJ0021,リモート,夜勤,月,会議
2025-11-17,EMP0055,経理部,主任,08:11,16:39,480,28,0,,0.8,なし,あり,なし,1217,PJ0021,リモート,通常,月,事務
2025-11-17,EMP0058,製造1部,一般,09:27,17:41,480,14,0,,0.9,なし,なし,なし,1696,PJ0011,大阪オフィス,シフトB,月,製造
2026-01-23,EMP0112,人事部,課長,08:09,16:09,480,0,0,,0.6,あり,なし,なし,919,PJ0020,工場,夜勤,金,サポート
2026-01-23,EMP0037,人事部,部長,08:52,16:49,480,57,0,,0.3,なし,あり,なし,1620,PJ0024,福岡オフィス,フレックス,金,開発
2026-01-23,EMP0156,総務部,主任,08:02,16:14,480,12,0,,0.3,なし,なし,なし,1172,PJ0004,名古屋オフィス,シフトA,金,開発
2026-01-23,EMP0111,情報システム部,一般,08:51,17:52,480,61,0,,0.6,あり,なし,なし,1524,PJ0023,リモート,通常,金,開発
2026-01-23,EMP0131,営業2部,一般,10:44,18:50,480,6,0,,0.7,あり,あり,あり,1107,PJ0029,名古屋オフィス,フレックス,金,開発
2026-01-23,EMP0041,R&D部,係長,09:39,18:01,480,82,0,,0.9,あり,なし,なし,637,PJ0027,工場,フレックス,金,事務
2026-01-23,EMP0081,営業2部,部長,09:10,17:10,480,0,0,,0.6,あり,あり,なし,1428,PJ0029,福岡オフィス,フレックス,金,製造
2026-01-23,EMP0001,経理部,主任,10:06,18:33,480,27,0,,0.7,なし,なし,なし,980,PJ0002,本社,夜勤,金,営業活動
2026-01-23,EMP0002,製造1部,一般,08:36,16:02,480,26,0,,0.7,なし,なし,なし,1153,PJ0025,本社,通常,金,管理
2026-01-23,EMP0141,人事部,主任,10:55,18:19,480,24,0,,0.2,なし,なし,なし,1502,PJ0028,大阪オフィス,シフトB,金,サポート
2026-01-23,EMP0192,マーケ部,課長,08:05,16:54,480,49,0,,0.1,なし,なし,なし,915,PJ0007,リモート,夜勤,金,事務
2026-01-23,EMP0048,DX推進部,一般,09:47,17:47,480,0,0,,0.1,あり,あり,なし,1227,PJ0019,名古屋オフィス,通常,金,管理
2025-02-12,EMP0044,人事部,一般,09:34,17:35,480,1,0,,0.8,あり,あり,あり,1506,PJ0014,リモート,シフトB,水,管理
2025-02-12,EMP0124,経理部,課長,10:15,18:05,480,50,0,,1.0,あり,なし,なし,1281,PJ0021,名古屋オフィス,シフトB,水,開発
2025-02-12,EMP0167,営業1部,一般,09:39,17:39,480,0,0,,0.5,あり,なし,なし,1412,PJ0001,福岡オフィス,シフトB,水,製造
2025-02-12,EMP0070,製造1部,係長,08:19,17:32,480,73,0,,0.8,なし,あり,なし,1187,PJ0007,名古屋オフィス,シフトB,水,会議
2025-02-12,EMP0027,マーケ部,主任,,,0,0,0,代休,0.9,なし,なし,なし,995,PJ0020,本社,通常,水,営業活動
2025-02-12,EMP0172,製造1部,一般,10:59,19:14,480,75,0,,0.8,なし,なし,なし,1387,PJ0017,大阪オフィス,通常,水,管理
2025-02-12,EMP0060,製造1部,課長,08:48,16:35,480,47,0,,0.9,なし,なし,なし,1099,PJ0011,大阪オフィス,通常,水,サポート
2025-02-12,EMP0194,営業1部,係長,09:34,17:34,480,0,0,,0.5,なし,なし,あり,1100,PJ0018,福岡オフィス,通常,水,サポート
2025-02-12,EMP0109,情報システム部,主任,09:20,17:44,480,24,0,,0.8,なし,なし,なし,1746,PJ0014,工場,シフトA,水,製造
2025-02-12,EMP0169,経理部,課長,09:35,18:39,480,64,0,,0.1,あり,あり,なし,911,PJ0027,本社,夜勤,水,製造
2025-02-12,EMP0190,営業1部,主任,09:23,18:36,480,73,0,,0.1,なし,あり,なし,1221,PJ0029,名古屋オフィス,シフトB,水,営業活動
2025-02-12,EMP0150,総務部,係長,10:20,18:53,480,33,0,,0.7,あり,なし,なし,920,PJ0016,名古屋オフィス,フレックス,水,会議
2024-10-21,EMP0135,営業1部,主任,08:48,16:59,480,11,0,,0.7,なし,なし,なし,1103,PJ0007,福岡オフィス,シフトB,月,開発
2024-10-21,EMP0146,情報システム部,主任,09:36,18:45,480,69,0,,0.8,あり,なし,なし,1614,PJ0028,リモート,フレックス,月,製造
2024-10-21,EMP0095,総務部,一般,,,0,0,0,慶弔,0.1,なし,なし,なし,1266,PJ0007,福岡オフィス,通常,月,開発
2024-10-21,EMP0168,製造2部,主任,09:05,18:05,480,60,0,,0.1,なし,なし,なし,1205,PJ0001,本社,夜勤,月,営業活動
2024-10-21,EMP0178,営業1部,一般,09:54,17:54,480,0,0,,0.8,あり,なし,なし,1564,PJ0029,工場,フレックス,月,営業活動
2024-10-21,EMP0065,情報システム部,課長,08:57,16:47,480,50,0,,0.2,なし,なし,なし,1057,PJ0003,本社,シフトA,月,会議
2024-10-21,EMP0019,人事部,課長,,,0,0,0,有給,0.3,あり,あり,なし,1602,PJ0010,工場,夜勤,月,営業活動
2024-10-21,EMP0038,経理部,係長,09:13,17:13,480,0,0,,0.0,あり,なし,なし,1570,PJ0002,工場,シフトB,月,製造
2024-10-21,EMP0183,R&D部,一般,,,0,0,0,特別休暇,0.2,あり,なし,なし,757,PJ0026,工場,シフトB,月,会議
2024-10-21,EMP0152,製造2部,主任,08:16,16:03,480,47,0,,0.2,あり,なし,なし,1191,PJ0019,本社,フレックス,月,開発
2024-10-21,EMP0020,製造2部,係長,08:57,16:30,480,33,0,,0.1,あり,あり,なし,1519,PJ0002,本社,シフトA,月,製造
2024-10-21,EMP0198,製造1部,主任,09:02,17:03,480,1,0,,0.2,あり,あり,なし,1286,PJ0018,工場,シフトA,月,事務
2025-11-14,EMP0190,営業1部,主任,09:40,17:58,480,18,0,,0.4,なし,なし,なし,748,PJ0006,福岡オフィス,シフトB,金,会議
2025-11-14,EMP0037,人事部,部長,,,0,0,0,代休,0.4,あり,あり,なし,1547,PJ0011,本社,夜勤,金,サポート
2025-11-14,EMP0079,経理部,主任,09:43,17:53,480,10,0,,0.1,なし,なし,なし,1533,PJ0022,工場,シフトB,金,サポート
2025-11-14,EMP0011,営業2部,一般,09:12,17:30,480,18,0,,1.0,あり,あり,なし,984,PJ0022,福岡オフィス,夜勤,金,開発
2025-11-14,EMP0166,営業2部,主任,09:19,17:19,480,0,0,,0.6,なし,なし,なし,865,PJ0013,福岡オフィス,夜勤,金,サポート
2025-11-14,EMP0049,総務部,係長,09:27,17:27,480,0,0,,0.5,なし,なし,なし,1794,PJ0013,本社,フレックス,金,管理
2025-11-14,EMP0124,経理部,課長,08:34,16:12,480,38,0,,0.4,あり,なし,なし,1685,PJ0028,名古屋オフィス,シフトA,金,会議
2025-11-14,EMP0099,総務部,一般,09:19,17:19,480,0,0,,0.1,なし,あり,なし,1179,PJ0006,リモート,通常,金,管理
2025-11-14,EMP0151,営業2部,係長,08:41,16:43,480,2,0,,0.3,あり,なし,なし,816,PJ0029,名古屋オフィス,通常,金,事務
2025-11-14,EMP0034,DX推進部,主任,09:57,17:57,480,0,0,,0.9,なし,なし,なし,1008,PJ0029,名古屋オフィス,通常,金,会議
2025-11-14,EMP0158,人事部,課長,10:15,18:15,480,0,0,,0.1,あり,なし,なし,1375,PJ0008,リモート,フレックス,金,会議
2025-11-14,EMP0026,経理部,一般,,,0,0,0,有給,0.7,なし,あり,なし,1650,PJ0020,リモート,フレックス,金,会議
2025-07-16,EMP0089,営業1部,課長,09:17,17:43,480,26,0,,0.8,なし,なし,なし,1864,PJ0023,工場,通常,水,製造
2025-07-16,EMP0155,人事部,一般,08:02,16:40,480,38,0,,0.2,なし,なし,なし,1601,PJ0002,大阪オフィス,夜勤,水,サポート
2025-07-16,EMP0183,R&D部,一般,,,0,0,0,有給,0.9,なし,あり,なし,930,PJ0007,本社,通常,水,サポート
2025-07-16,EMP0110,総務部,課長,08:08,16:08,480,0,0,,0.4,なし,あり,なし,1054,PJ0006,大阪オフィス,フレックス,水,会議
2025-07-16,EMP0036,製造2部,一般,08:05,16:33,480,28,0,,0.3,あり,あり,なし,1856,PJ0013,本社,シフトB,水,製造
2025-07-16,EMP0093,DX推進部,一般,08:39,16:40,480,1,0,,0.8,あり,なし,なし,732,PJ0011,リモート,夜勤,水,営業活動
2025-07-16,EMP0180,営業2部,一般,,,0,0,0,傷病,0.1,なし,あり,あり,1795,PJ0016,大阪オフィス,夜勤,水,管理
2025-07-16,EMP0054,営業2部,係長,10:31,18:31,480,0,0,,0.0,なし,あり,なし,1195,PJ0024,福岡オフィス,シフトA,水,開発
2025-07-16,EMP0073,DX推進部,一般,08:34,16:55,480,21,0,,1.0,なし,なし,なし,987,PJ0007,名古屋オフィス,シフトB,水,製造
2025-07-16,EMP0028,情報システム部,課長,09:51,17:14,480,23,0,,0.1,なし,あり,なし,1653,PJ0019,本社,夜勤,水,サポート
2025-07-16,EMP0164,情報システム部,一般,08:12,16:09,480,57,0,,0.6,なし,なし,なし,1548,PJ0001,名古屋オフィス,通常,水,会議
2025-07-16,EMP0144,営業2部,部長,09:06,17:21,480,15,0,,0.2,なし,あり,なし,1166,PJ0008,リモート,通常,水,管理
2024-12-09,EMP0085,総務部,一般,,,0,0,0,有給,0.6,なし,あり,なし,1716,PJ0003,本社,シフトA,月,製造
2024-12-09,EMP0021,マーケ部,課長,,,0,0,0,傷病,0.5,なし,なし,なし,1525,PJ0028,福岡オフィス,フレックス,月,製造
2024-12-09,EMP0015,情報システム部,一般,08:23,16:15,480,52,0,,0.3,あり,なし,なし,937,PJ0012,福岡オフィス,フレックス,月,営業活動
2024-12-09,EMP0126,経理部,一般,08:27,16:04,480,37,0,,0.4,なし,なし,なし,1772,PJ0028,工場,フレックス,月,サポート
2024-12-09,EMP0070,製造1部,係長,09:09,17:09,480,0,0,,0.7,あり,あり,なし,1389,PJ0015,大阪オフィス,通常,月,開発
2024-12-09,EMP0016,製造2部,一般,09:00,18:07,480,67,0,,0.4,なし,なし,なし,938,PJ0016,名古屋オフィス,シフトA,月,事務
2024-12-09,EMP0083,R&D部,一般,09:53,18:37,480,104,24,,0.3,なし,あり,なし,978,PJ0015,リモート,シフトA,月,開発
2024-12-09,EMP0156,総務部,主任,09:00,17:25,480,25,0,,1.0,なし,なし,なし,707,PJ0013,大阪オフィス,フレックス,月,製造
2024-12-09,EMP0182,DX推進部,主任,09:46,17:46,480,0,0,,0.1,なし,あり,なし,1819,PJ0009,福岡オフィス,シフトA,月,製造
2024-12-09,EMP0189,DX推進部,一般,08:39,16:26,480,47,0,,0.2,なし,あり,なし,1632,PJ0026,大阪オフィス,シフトB,月,製造
2024-12-09,EMP0074,DX推進部,一般,08:02,17:07,480,65,0,,0.5,あり,あり,なし,1537,PJ0001,本社,通常,月,営業活動
2024-12-09,EMP0174,R&D部,一般,09:05,17:33,480,28,0,,0.8,なし,あり,なし,937,PJ0002,リモート,シフトB,月,開発
2024-09-23,EMP0144,営業2部,部長,10:31,18:33,480,2,0,,0.4,あり,なし,なし,1581,PJ0004,工場,夜勤,月,会議
2024-09-23,EMP0051,DX推進部,一般,09:29,17:29,480,0,0,,0.9,なし,なし,なし,1894,PJ0007,大阪オフィス,夜勤,月,開発
2024-09-23,EMP0172,製造1部,一般,08:53,16:06,480,13,0,,0.3,あり,なし,なし,986,PJ0018,リモート,シフトB,月,サポート
2024-09-23,EMP0003,経理部,係長,09:06,18:12,480,66,0,,0.3,なし,あり,なし,1694,PJ0009,工場,フレックス,月,管理
2024-09-23,EMP0077,DX推進部,課長,09:48,17:42,480,54,0,,0.8,なし,なし,なし,1109,PJ0010,名古屋オフィス,夜勤,月,会議
2024-09-23,EMP0064,営業2部,課長,09:52,17:50,480,58,0,,0.1,なし,あり,なし,1519,PJ0012,名古屋オフィス,夜勤,月,製造
2024-09-23,EMP0033,情報システム部,主任,09:53,17:44,480,51,0,,0.8,なし,あり,なし,978,PJ0010,名古屋オフィス,シフトB,月,営業活動
2024-09-23,EMP0170,営業2部,課長,09:15,17:54,480,39,0,,1.0,なし,あり,なし,678,PJ0005,名古屋オフィス,フレックス,月,会議
2024-09-23,EMP0016,製造2部,一般,09:54,18:18,480,84,0,,0.3,あり,あり,なし,1110,PJ0015,工場,シフトB,月,営業活動
2024-09-23,EMP0045,マーケ部,係長,09:39,18:49,480,70,0,,0.1,なし,なし,なし,1418,PJ0023,本社,シフトA,月,会議
2024-09-23,EMP0118,製造2部,一般,09:05,18:41,480,96,15,,0.7,なし,あり,なし,1310,PJ0001,名古屋オフィス,夜勤,月,開発
2024-09-23,EMP0151,営業2部,係長,10:29,18:40,480,11,0,,0.1,あり,なし,なし,982,PJ0003,大阪オフィス,シフトB,月,開発
2025-12-22,EMP0172,製造1部,一般,09:33,17:33,480,0,0,,0.9,あり,あり,なし,1724,PJ0020,リモート,フレックス,月,開発
2025-12-22,EMP0119,製造2部,一般,10:48,18:48,480,0,0,,0.7,なし,あり,なし,1853,PJ0029,福岡オフィス,シフトB,月,サポート
2025-12-22,EMP0146,情報システム部,主任,09:47,17:00,480,13,0,,0.2,なし,なし,なし,1884,PJ0021,リモート,シフトB,月,サポート
2025-12-22,EMP0107,製造2部,一般,09:01,18:12,480,71,0,,0.2,なし,あり,なし,1028,PJ0029,本社,シフトB,月,サポート
2025-12-22,EMP0037,人事部,部長,10:09,19:37,480,88,0,,0.7,なし,なし,なし,1200,PJ0027,工場,シフトA,月,サポート
2025-12-22,EMP0127,情報システム部,課長,10:43,18:09,480,26,0,,0.8,なし,なし,なし,1410,PJ0016,名古屋オフィス,シフトA,月,管理
2025-12-22,EMP0095,総務部,一般,08:29,17:00,480,91,9,,0.7,あり,あり,なし,1246,PJ0025,本社,シフトB,月,管理
2025-12-22,EMP0059,製造1部,係長,09:58,17:32,480,34,0,,0.9,なし,なし,なし,1226,PJ0027,名古屋オフィス,夜勤,月,開発
2025-12-22,EMP0122,営業1部,一般,,,0,0,0,有給,0.0,なし,なし,なし,1747,PJ0023,福岡オフィス,シフトA,月,事務
2025-12-22,EMP0174,R&D部,一般,09:04,17:35,480,31,0,,1.0,なし,あり,あり,887,PJ0006,工場,通常,月,事務
2025-12-22,EMP0002,製造1部,一般,09:04,17:27,480,23,0,,0.9,なし,なし,なし,1609,PJ0021,名古屋オフィス,シフトA,月,管理
2025-12-22,EMP0012,製造2部,一般,09:41,19:56,480,135,20,,0.8,あり,あり,なし,1701,PJ0016,名古屋オフィス,通常,月,営業活動
2025-01-14,EMP0067,DX推進部,係長,09:00,17:00,480,0,0,,0.1,なし,なし,なし,1203,PJ0027,名古屋オフィス,フレックス,火,管理
2025-01-14,EMP0012,製造2部,一般,09:39,17:48,480,9,0,,0.5,なし,なし,なし,1298,PJ0014,名古屋オフィス,夜勤,火,サポート
2025-01-14,EMP0056,情報システム部,一般,10:39,18:55,480,16,0,,0.9,あり,なし,なし,1701,PJ0013,福岡オフィス,シフトB,火,製造
2025-01-14,EMP0037,人事部,部長,09:15,17:36,480,21,0,,0.1,あり,なし,なし,1411,PJ0023,大阪オフィス,シフトA,火,営業活動
2025-01-14,EMP0027,マーケ部,主任,09:03,18:36,480,93,19,,0.9,あり,なし,なし,1013,PJ0014,大阪オフィス,シフトA,火,管理
2025-01-14,EMP0160,経理部,課長,08:20,16:27,480,7,0,,0.8,なし,なし,なし,788,PJ0010,名古屋オフィス,フレックス,火,管理
2025-01-14,EMP0011,営業2部,一般,08:33,17:35,480,62,0,,0.0,あり,あり,なし,850,PJ0012,リモート,通常,火,開発
2025-01-14,EMP0158,人事部,課長,09:58,17:50,480,52,0,,0.6,なし,なし,なし,1137,PJ0011,大阪オフィス,夜勤,火,製造
2025-01-14,EMP0047,R&D部,主任,08:57,16:28,480,31,0,,0.9,あり,あり,なし,799,PJ0002,名古屋オフィス,シフトA,火,営業活動
2025-01-14,EMP0130,総務部,係長,09:53,17:11,480,18,0,,0.7,なし,なし,なし,1146,PJ0009,リモート,フレックス,火,管理
2025-01-14,EMP0066,人事部,係長,09:19,17:41,480,22,0,,1.0,なし,なし,なし,1168,PJ0005,福岡オフィス,フレックス,火,会議
2025-01-14,EMP0108,R&D部,一般,08:02,16:02,480,0,0,,0.0,あり,なし,なし,1735,PJ0019,工場,フレックス,火,管理
2025-10-16,EMP0035,R&D部,係長,08:13,16:13,480,0,0,,0.1,なし,なし,あり,1299,PJ0023,本社,夜勤,木,製造
2025-10-16,EMP0141,人事部,主任,09:28,17:53,480,25,0,,0.4,なし,あり,なし,928,PJ0026,本社,シフトB,木,サポート
2025-10-16,EMP0006,情報システム部,主任,09:04,17:59,480,55,0,,0.7,なし,あり,なし,667,PJ0007,本社,フレックス,木,会議
2025-10-16,EMP0175,営業2部,一般,,,0,0,0,有給,1.0,あり,あり,なし,1549,PJ0026,工場,シフトB,木,会議
2025-10-16,EMP0138,DX推進部,主任,08:57,16:24,480,27,0,,0.2,なし,あり,なし,1350,PJ0024,名古屋オフィス,シフトA,木,製造
2025-10-16,EMP0040,マーケ部,一般,09:37,17:37,480,0,0,,0.8,なし,なし,なし,1165,PJ0029,名古屋オフィス,通常,木,サポート
2025-10-16,EMP0102,経理部,一般,08:43,17:00,480,77,0,,0.8,あり,あり,なし,1815,PJ0014,工場,シフトA,木,営業活動
2025-10-16,EMP0056,情報システム部,一般,09:52,17:44,480,52,0,,0.6,なし,なし,なし,1387,PJ0016,工場,通常,木,サポート
2025-10-16,EMP0193,DX推進部,係長,09:37,17:51,480,14,0,,0.9,あり,なし,なし,1154,PJ0024,福岡オフィス,フレックス,木,製造
2025-10-16,EMP0011,営業2部,一般,08:01,16:12,480,11,0,,0.4,なし,あり,なし,1249,PJ0001,福岡オフィス,通常,木,事務
